book_title|x|y
Flesh and Bones (Jake Lassiter #7)|335468|199139
Rock the Heart (Black Falcon #1)|389524|260452
What the Hail (Hail Raisers #4)|374888|257122
Tangled (Tangled #1)|392394|251978
Venus in Copper (Marcus Didius Falco #3)|306258|156991
One More Night (Seductive Nights #3)|386767|260497
Murphy's Law (Law #2)|382982|298903
Kingdom of the Cursed (Kingdom of the Wicked #2)|275752|309129
When Comes the Spring (Canadian West #2)|281413|265286
Harmony Black (Harmony Black #1)|320096|288966
Blood Magic (World of the Lupi #6)|344426|313612
Pretty Guardian Sailor Moon, Vol. 5 (美少女戦士セーラームーン 新装版 / Bishōjo Senshi Sailor Moon Shinsōban #5)|220752|375842
Anne of Green Gables Boxed Set (Anne of Green Gables #1-3)|225402|285501
A Darkness Strange and Lovely (Something Strange and Deadly #2)|284523|325255
Again the Magic (Wallflowers #0)|396785|309000
Ms. Marvel, Vol. 5: Super Famous (Ms. Marvel by G. Willow Wilson)|184731|287453
Naked (The Blackstone Affair #1)|388127|259188
The Discworld Mapp: Being the Onlie True and Mostlie Accurate Mappe of the Fantastyk and Magical Dyscworlde (Discworld Maps)|160800|248549
This Body of Death (Inspector Lynley #16)|302717|166459
The Eagle in the Sand (Eagle #7)|172216|205653
I, Alex Cross (Alex Cross #16)|280320|160861
The Masterharper of Pern (Pern  #14)|137562|249835
Wild Ones, Vol. 1 (Wild Ones #1)|226502|370757
To Kill A Warlock (Dulcie O'Neil #1)|343114|310506
King of Battle and Blood (Adrian X Isolde #1)|276051|309106
That Forever Girl (Getting Lucky  #2)|367894|239081
Privilege (Privilege #1)|272768|337311
A History of Britain: At the Edge of the World? 3500 BC-AD 1603 (A History of Britain #1)|208891|225446
Noah (5th Street #1)|398296|262377
Choose Me (The Archer Brothers #2)|395085|249247
The Chocolate Lovers' Club (Chocolate Lovers’ Club #1)|291852|227375
Cold Harbor (Gibson Vaughn #3)|331827|196794
Dead Wrong (Joanna Brady #12)|278147|153979
Duane's Depressed (The Last Picture Show #3)|377583|234366
Let the Storm Break (Sky Fall #2)|285733|325582
Shadowheart (Shadowmarch #4)|134954|246125
Tough Customer (Mitchell & Associates #2)|378921|317015
A SEAL's Seduction (Uniformly Hot SEALs #1)|361235|251240
Tokyo Mew Mew, Vol. 1 (Tokyo Mew Mew #1)|226193|371181
The Stand: Captain Trips (The Stand: Graphic Novels #1)|187159|248594
The Sign of the Twisted Candles (Nancy Drew Mystery Stories #9)|217167|300404
The Road to Jerusalem (The Crusades Trilogy #1)|360188|238448
Jorundyr's Path (Wolf of the North #2)|145642|226095
You Belong to Me and Other True Crime Cases (Crime Files #2)|201785|248663
The Calling of Emily Evans (Women of the West #1)|279875|265249
Eona: The Last Dragoneye (Eon #2)|271613|331234
Big Nate: What's a Little Noogie Between Friends? (Big Nate Graphic Novels #17)|233898|313823
Forgiven (The Demon Trappers #3)|290227|331291
Zoo Station (John Russell & Effi Koenen #1)|255935|172313
Mr. Darcy Takes a Wife: Pride and Prejudice Continues (Darcy & Elizabeth #1)|244025|269376
The Shameless Hour (The Ivy Years #4)|390157|241913
Rescuing Mary (Delta Force Heroes #9)|359632|255873
The Lost Quilter (Elm Creek Quilts #14)|289931|247297
The Seven Deadly Sins, Vol. 1 (七つの大罪 [Nanatsu no Taizai] #1)|220534|364294
The Harry Potter Trilogy (Harry Potter #1-3)|234491|323925
When I Get Bigger (Little Critter)|221529|289827
Victoria: May Blossom of Britannia, England, 1829 (The Royal Diaries)|220331|302385
The Time in Between (Sira Quiroga #1)|268651|212162
Never Never (Never Never #1)|396592|247355
Cold Fire (The Circle Opens #3)|229963|331193
Keeping It Real (Quantum Gravity #1)|143803|241625
Storm Warning (The 39 Clues #9)|242314|327640
I Love How You Love Me (Seattle Sullivans #5)|381787|278186
The Scotch Queen (Queen #2)|382443|243209
Fatal Voyage (Temperance Brennan #4)|282802|156368
A Deeper Love (Ghosts of the Shadow Market #5)|275792|316466
Invincible: Ultimate Collection, Vol. 2 (Invincible #4-5)|175103|282266
Call To Arms (The Corps #2)|262350|156278
Eternal Vows (The Ruby Ring #1)|309264|317128
El Diablo (El Diablo #1)|381625|245768
DMZ, Vol. 6: Blood in the Game (DMZ #6)|174954|280552
Grave Secret (Harper Connelly #4)|353236|321043
The Ninja (Nicholas Linnear #1)|265420|157485
Class Act (New Kid #2)|248935|302126
Deep Threat (Billy Beckett #1)|334101|198236
About Face (Commissario Brunetti #18)|302907|171829
Slawter (The Demonata #3)|237479|349887
The Island Stallion (The Black Stallion #4)|222085|279854
Fear the Sky (The Fear Saga #1)|145664|225244
Someone to Love (Montgomery/Taggert (Publication order)  #28)|387795|315279
Mask of Duplicity (The Jacobite Chronicles #1)|340440|212474
Sweep: Volume 2 (Wicca #4-6)|294155|335487
The Hunted (Vampire Huntress Legend #3)|353223|308512
Unreliable Memoirs (Unreliable Memoirs #1)|358142|232346
After All (Cape Harbor #1)|330719|211472
Mr and Mrs (Alexa Riley Promises #1)|367671|261507
In Cold Blood (Beatrix Rose #1)|332557|195523
Lady Danger (The Warrior Maids of Rivenloch #1)|344940|237231
Stitch (Satan's Fury MC #2)|367710|255474
The Price Of Scandal (Bluewater Billionaires)|367892|241499
Six's Legacy (Lorien Legacies: The Lost Files #1)|271959|329861
Playing with Fire (Sweet Valley High #3)|247459|264201
Arsenic and Old Books (Cat in the Stacks #6)|361153|331973
Legacy (Legacy #1)|285806|328716
Buried in a Bog (County Cork #1)|361258|330705
When Dead in Greece (Jack Noble #5)|333700|194250
The Keepsake (Rizzoli & Isles #7)|284377|161469
River of Gods (India 2047 #1)|160045|242856
Playing with Monsters (Playing with Monsters #1)|334552|290731
The Twenty-Three (Promise Falls #3)|284780|170806
DC Comics: Bombshells, Vol. 1: Enlisted (DC Comics: Bombshells #1)|187623|289193
Target Practice (Cleopatra in Space #1)|240418|306843
Heartbreaker (Buchanan-Renard #1)|383099|310594
Brutal Prince (Brutal Birthright #1)|373692|240637
Änglamakerskan (Fjällbacka #8)|297910|182340
Consolation (The Consolation Duet #1)|385388|251033
Invincible, Vol. 9: Out of This World (Invincible)|177479|287358
Detective Inspector Huss (Inspector Huss #1)|355337|238056
Heartache and Hope (Heartache Duet #1)|385078|239390
Leven Thumps and the Eyes of the Want (Leven Thumps #3)|240220|331102
Sugar (Sugar Lacey #1)|250706|197552
The Christmas Blessing (Christmas Hope #2)|296137|242680
Myth-ion Improbable (Myth Adventures #11)|136223|249842
My Kind of Christmas (Virgin River #18)|383248|298592
The Beet Queen (Love Medicine #2)|248641|214994
Shadow Wolf (Wolves of the Beyond #2)|241999|328539
Spellmaker (Spellbreaker Duology #2)|316901|283477
Survival of the Fittest (Alex Delaware #12)|279893|156081
Holiday Princess (The Princess Diaries)|270940|335580
Everlost (Skinjacker #1)|270594|329198
Outsider (Kate Burkholder #12)|285335|177282
Dark Desire (Dark #2)|357372|303369
Kare Kano: His and Her Circumstances, Vol. 1 (彼氏彼女の事情 [Kareshi kanojo no jijō] #1)|225745|372031
Hammers on Bone (Persons Non Grata #1)|186270|224041
Phantom Waltz (Kendrick/Coulter/Harrigan #2)|387375|307446
Forbidden (The Books of Mortals #1)|275786|264373
Withstanding Me (Breakneck #2)|387824|258320
Wicked Lies (Wicked #2)|375718|321084
Lumberjack (A Real Man #1)|362407|264138
Dovis (The Vorge Crew #2)|352125|284580
The Sword of Kaigen: A Theonite War Story (Theonite)|151517|230958
The Rule of Nine (Paul Madriani #11)|281177|154738
Onyx (Lux #2)|401378|258490
Crisis on Doona (Doona #2)|135821|253140
Hereafter (Hereafter #1)|287320|331757
The Shadowhunter's Codex (Shadowhunter Chronicles)|279389|320776
Well Done, Secret Seven (The Secret Seven #3)|224437|266489
Royally Raised (Royally #4.5)|389261|244572
Outcast (Warden of the West #1)|330837|296525
Scorpion Mountain (Brotherband Chronicles #5)|241895|329812
The Glass Magician (The Paper Magician #2)|317510|288697
Revive (Storm MC #3)|388470|262577
Love in a Nutshell (Culhane Family #1)|373061|319446
An Unwilling Accomplice (Bess Crawford #6)|305322|168237
A Portrait of Pain (Seraph Black #4)|325388|294152
Glorious Appearing: The End of Days (Left Behind #12)|277151|261684
The Under Dog and Other Stories (Hercule Poirot #31)|308078|155184
Wolf in Shadow (Jon Shannow #1)|140501|240071
Darkness on the Fens (DI Nikki Galena #10)|327062|196485
Junjo Romantica, Volume 01 (純情ロマンチカ [Junjō Romantica] #1)|219500|374538
One Reckless Summer (Destiny #1)|386035|297922
Golden Fool (The Tawny Man #2)|143101|240355
東京喰種トーキョーグール 4 [Tokyo Guru 4] (東京喰種 / Tokyo Ghoul #4)|218589|371540
Angel's Peak (Virgin River #9)|383979|300706
Sign of the Unicorn (The Chronicles of Amber #3)|152758|245741
The Goose Girl (The Books of Bayern #1)|239203|322177
Harley Merlin and the Mortal Pact (Harley Merlin #9)|325004|292418
Even Vampires Get the Blues (Dark Ones #4)|355861|308904
Cherry Crush (The Chocolate Box Girls #1)|359552|228358
Rexus: Side Quest (The Completionist Chronicles #3)|143195|227139
And Then He Kissed Her (Girl Bachelors #1)|399392|311738
A Girl from Nowhere (The Firewall Trilogy #1)|317536|284326
The Encounter (Animorphs #3)|233632|336455
As I Walked Out One Midsummer Morning (The Autobiographical Trilogy #2)|223400|225486
Servant of the Shard (The Sellswords #1)|132318|247660
The Wicked Day (Arthurian Saga #4)|304885|157258
Son of Rosemary (Rosemary's Baby #2)|285581|185671
Dead & Buried (Blackmoore Sisters #2)|334144|294512
The Big Book of Hell (Life in Hell)|191164|269390
The Highlander Takes a Bride (Highland Brides #3)|395880|310979
Mail Order Millie (Homespun #1)|346125|234927
Ms. Marvel, Vol. 1: No Normal (Ms. Marvel by G. Willow Wilson)|187152|287403
Jesse's Girl (Hundred Oaks #6)|278977|319596
Emperor's Throne (Desert Cursed #6)|329973|297799
Cold Blood (Detective Erika Foster #5)|321862|195916
Time Cat|223959|332070
Tallowwood (Tallowwood #1)|395413|198682
A Matter of Time Book II (A Matter of Time #2)|399429|196864
Fallen Son: The Death of Captain America (Captain America (2004) (Collected Editions) #6.5)|173342|286875
Lumberman Werebear (Saw Bears #7)|351763|281978
Payback Is a Mutha (Payback #1)|251291|191373
Home to Me (Creek Canyon #2)|334491|214353
Licensed to Thrill: Volume 1 (Jess Kimball Thriller)|339432|198516
Sethra Lavode (The Khaavren Romances #3.3)|148584|243064
The Target (FBI Thriller #3)|377656|315722
Then Came You (The Gamblers of Craven's #1)|396728|310561
Bertie's Guide to Life and Mothers (44 Scotland Street #9)|301230|171752
Risk (Gentry Boys #2)|386237|256684
Batman: Knightfall, Part One: Broken Bat (Batman: Knightfall #1, 1993 Edition)|173018|284390
Jewel of the Endless Erg (Mage Errant #2)|143207|228412
Fury of Ice (Dragonfury #2)|357154|297388
The Calvin and Hobbes Lazy Sunday Book (Calvin and Hobbes)|191275|272917
Last Call (Bad Habits #3)|372223|239894
Best Served Cold (First Law World #4)|150087|236753
Prey (Shifters #4)|343317|313488
Inferno (Inferno #1)|153238|247041
Dark Stranger: The Dream (The Children of the Gods #1)|331855|290836
Fly by Night (Fly by Night #1)|222175|324052
The Mystery Woman (Ladies of Lantern Street #2)|383486|316937
Tombland (Matthew Shardlake #7)|297306|180363
Conan, Vol. 1: The Frost Giant's Daughter and Other Stories (Conan: Dark Horse Collection #1)|173829|280566
The Lessons of History|217415|182173
Twisted Hearts (The Camorra Chronicles #5)|382407|241091
Hawkmistress! (Darkover - Publication Order #16)|137167|254577
Fealty of the Bear (Hells Canyon Shifters #2)|350368|283054
Hidden Depths (Vera Stanhope #3)|302460|169241
The Chocolate Garden (Dare River #2)|349458|236890
The Vault of Dreamers (The Vault of Dreamers #1)|284374|329590
Cold Kiss (Cold Kiss #1)|290366|327043
Hatching Magic (Hatching Magic #1)|236711|327350
The Betrayal (Abram's Daughters #2)|283582|261356
Wedge's Gamble (Star Wars: X-Wing #2)|125759|247370
Tharaen (Immortal Highlander #2)|346631|280909
Cherished (Masters and Mercenaries #7.5)|378484|274084
Shamed (Kate Burkholder #11)|292828|208089
This Is Wild (This is  #2)|379693|241153
Journey Into Darkness (Mindhunter #2)|194332|249361
Spell's Bells (Spellbound #3)|331700|295680
Once Upon a Winter's Eve (Spindle Cove #1.5)|402120|311759
Some Girls Bite (Chicagoland Vampires #1)|342418|312206
Fire in His Embrace (Fireblood Dragon #3)|350706|278447
The Line Between (The Line Between #1)|299227|218856
The Bone Jar (Detective Lew Kirby #1)|327696|200111
P.S. I Still Love You (To All the Boys I've Loved Before #2)|273048|317114
The Death of Superman (Death and Return of Superman 2016 Edition #1)|174202|286506
Animal Man, Volume 2: Animal vs. Man (Animal Man (2011) #2)|176914|287758
Hellblazer: Hard Time (Hellblazer #16)|175277|278862
The Wright 3 (Chasing Vermeer #2)|239061|323863
Aunt Dimity and the Duke (Aunt Dimity Mystery #2)|361238|331551
The Cuckoo Clock of Doom (Goosebumps #28)|223379|310919
Issued to the Bride One Marine (Brides of Chance Creek #4)|355799|245355
The Vorrh (The Vorrh Trilogy #1)|178167|237140
Code of the Clans (Warriors: Field Guide #3)|238782|327995
Sinful Empire (Mount Trilogy #3)|382672|246681
Demon Kissed (Demon Kissed #1)|300818|327562
L is for Lawless (Kinsey Millhone #12)|284626|157255
Finding the Way Back (Stealth Ops #5)|356003|243416
The Darwin Elevator (Dire Earth Cycle #1)|156067|231885
Llana of Gathol (Barsoom #10)|148007|252462
George Muller: The Guardian of Bristol's Orphans (Christian Heroes: Then & Now #8)|264241|261952
Ivy and Bean (Ivy & Bean #1)|232299|308071
Lost Illusions (Études de mœurs : Scènes de la vie de province)|214549|225359
The Violet Keystone (The Seventh Tower #6)|236341|332740
Elect (Eagle Elite #2)|392388|251554
Greed (The Seven Deadly #2)|399304|250469
Rising (Vincent and Eve #1)|381400|241897
The Dare (The Bet #3)|388603|256611
The Cat Who Knew a Cardinal (The Cat Who... #12)|310438|162035
Reaper's Stand (Reapers MC #4)|386482|261339
Crossing the Line (Battered Hearts #3)|386035|259228
The Disappearance of Winter's Daughter (The Riyria Chronicles #4)|148604|231240
The Last Thing He Needs (The Last Thing He Needs #1)|396539|200251
Counsellor (Acquisition Series #1)|385359|241090
Need (Need #1)|289569|333403
The Complete Strangers in Paradise, Volume 1 (Strangers in Paradise Trade Paperbacks #1)|177441|276420
The Mysterious Visitor (Trixie Belden #4)|225417|284655
Crewel Lye: A Caustic Yarn (Xanth #8)|137297|249413
Cyrus (Men of Steel #2)|387544|260035
ワンパンマン 1 一撃 [One Punch Man 1: Ichigeki] (ワンパンマン [One Punch Man] #1)|221419|363475
Taste of Torment (Deep in Your Veins #3)|349562|289713
Ritual (Jack Caffery #3)|301489|182385
Jim Butcher's Dresden Files: Ghoul Goblin (The Dresden Files Graphic Novels #3)|145569|234467
The Maze Runner Series (The Maze Runner #0.4-3)|273216|332008
Batman: Venom (Legends of the Dark Knight (1989) #16-20)|172845|287304
The Body of Christopher Creed (Steepleton Chronicles #1)|266551|328734
Cruel as the Grave (Justin de Quincy #2)|276180|190504
Allan Quatermain (Allan Quatermain #2)|214736|237623
Ryder (Slater Brothers #4)|389064|254026
Conviction (Club Destiny #1)|386901|263479
Justice Denied (J.P. Beaumont #18)|279169|154013
Backfire (FBI Thriller #16)|375844|317179
Something So Right (Something So #1)|380483|246842
Black Hammer, Vol. 2: The Event (Black Hammer)|181982|283882
Grey Mask (Miss Silver #1)|309397|160355
Charlie Bone and the Time Twister (The Children of the Red King #2)|237915|329278
A Trick of the Light (Chief Inspector Armand Gamache #7)|300674|168636
The Secret Warriors (Men at War #2)|264273|157248
Oliver's Hunger (Scanguards Vampires #7)|357694|292855
Apollyon (Covenant #4)|297089|326043
Extinct (Extinct #1)|232250|310365
River Town: Two Years on the Yangtze (China trilogy #1)|241438|202570
Jhegaala (Vlad Taltos #11)|146145|241180
Jester (No Prisoners MC #2)|368197|255394
The Highlander's Touch (Highlander #3)|363126|303221
Brighid's Quest (Partholon #5)|334617|321923
Before She Ignites (Fallen Isles #1)|275264|310830
Storm Prey (Lucas Davenport #20)|276505|156073
Red Dice (The Last Vampire #3)|288435|340551
Perilous Hunt (Fallen Empire #7)|317052|292704
The Assassin (Isabella Rose #4)|332555|193407
Layers (Stark #1)|396006|260297
Dangerous Secrets (Tall, Dark & Deadly #2)|389430|268524
Come to Grief (Sid Halley #3)|304196|154113
Warmage (The Spellmonger #2)|144470|228283
Pulse (Chess Team Adventure #1)|263681|152580
Dark Enemy Captive (The Children of the Gods #5)|333154|289318
City Girl (Yellow Rose Trilogy #3)|282044|262207
Junie B. Jones and Her Big Fat Mouth (Junie B. Jones #3)|228478|305492
The White Princess (The Plantagenet and Tudor Novels #5)|275416|197659
Reckless (Reckless #1)|243735|330829
Endless Knight (The Arcana Chronicles #2)|292845|328105
Naruto, Vol. 44: Senjutsu Heir (Naruto #44)|222771|368437
Dakota Home (Dakota #2)|304004|242986
Scott Pilgrim, Volume 3: Scott Pilgrim & The Infinite Sadness (Scott Pilgrim #3)|182685|285471
The Shiva Option (Starfire #4)|143208|245112
Born of Legend (The League: Nemesis Rising #9)|352868|306972
The House of the Spirits (Involuntary trilogy #3)|235938|218928
Oh William! (Amgash #3)|261350|215659
Narrative of the Life of Frederick Douglass (The Autobiographies #1)|229855|213965
The Ring and the Crown (The Ring and the Crown #1)|294774|318927
Touch the Dark (Cassandra Palmer #1)|342769|314743
Ish (Creatrilogy)|236721|298889
The Far Side of the World (Aubrey & Maturin #10)|177107|206321
My Defender (Bewitched and Bewildered #8)|349796|285536
