book_title|x|y
Die for Her (Revenants #2.5)|291339|328071
More Than We Can Tell (Letters to the Lost #2)|274117|312005
What's Left of Me (What's Left of Me #1)|394202|247783
Murder on Bank Street (Gaslight Mystery #10)|307187|165299
Soulless (Parasol Protectorate #1)|222155|327499
Tarnsman of Gor (Gor #1)|147869|245674
The Secret Mistress (Mistress #3)|399272|317235
Mistakes Were Made (Timmy Failure #1)|235081|313930
Heresy (Giordano Bruno #1)|291183|179961
Sharing You (Sharing You #1)|396213|253474
Red Phoenix (Red Phoenix #1)|261239|158905
On the Oceans of Eternity (Island in the Sea of Time #3)|144595|241268
The Silent Woman (Cat Carlisle #1)|324926|211439
Batman: Heart of Hush (Batman)|173991|288228
Cel mai iubit dintre pământeni (Cel mai iubit dintre pământeni #1-3)|325635|230958
Thick as Thieves (The Queen's Thief #5)|249463|318710
Elric at the End of Time (The Elric Saga #7)|146241|250037
The Envy of Idols (Rich Boys of Burberry Prep #3)|330634|289841
The Girl Who Dared to Fight (The Girl Who Dared #7)|322351|295716
Natural Witch (Magical Mayhem Trilogy #1)|330382|295258
Dark Origins (Level 26 #1)|255838|180191
The Last Guardian (Jon Shannow #2)|142098|237783
Emma (Novellix #84)|216025|233779
Path of Fate (Path #1)|137326|256697
The Darwin Awards: Evolution in Action (Darwin Awards #1)|203396|255965
Secrets (PsyCop #4)|396479|194464
Tuck (King Raven #3)|265560|263648
All the Little Liars (Aurora Teagarden #9)|360554|326084
Emerald Sea (The Council Wars #2)|141250|245940
A Grave Talent (Kate Martinelli #1)|305112|164840
Man from Mundania (Xanth #12)|137031|249838
The Pleasure Slave (Imperia #2)|357586|303792
The Raven Spell (Conspiracy of Magic #1)|327706|202647
In Plain Sight (Joe Pickett #6)|274123|158109
Buddha, Vol. 8: Jetavana (Buddha #8)|183911|279196
Mystery (Alex Delaware #26)|281192|158687
Until Thy Wrath be Past (Rebecka Martinsson #4)|297777|181271
Gamer for Life (Alpha World #1)|139828|224193
Full of Briars (October Daye #9.2)|338480|315284
A Vision of Murder (Psychic Eye Mystery #3)|360352|325231
Sophie's Squash (Sophie's Squash #1)|239622|297246
A Favor for a Favor (All In #2)|378509|242376
Otomen, Vol. 1 (Otomen #1)|222378|371911
僕のヒーローアカデミア 8 [Boku No Hero Academia 8] (僕のヒーローアカデミア [Boku no Hero Academia] #8)|219616|367251
Mark of Fire (The Endarian Prophecy #1)|317625|287537
The Inhuman Condition (Books of Blood #4)|185827|249880
Puck Me Secretly (Vancouver Wolves Hockey #1)|372769|242197
Twisted Love (Twisted #1)|378036|236970
Planetary, Volume 4: Spacetime Archaeology (Planetary #4)|175798|280179
Wreck & Ruin (Blue Angels Motorcycle Club #1)|366805|247999
Bleach―ブリーチ― 41 [Burīchi 41] (Bleach #41)|220192|367258
Naughty or Nice (Mcbroom Sisters  #1)|252437|191464
The Man Who Died Twice (Thursday Murder Club #2)|290655|189618
The Flight of the Phoenix (Nathaniel Fludd, Beastologist #1)|240048|320367
Claimed by the Horde King (Horde Kings of Dakkar #2)|347021|280606
Demonglass (Hex Hall #2)|291128|330196
The Murder of Roger Ackroyd (Hercule Poirot #4)|305579|161325
Murder in the Mansion (DI Hillary Greene #8)|330274|199271
Blade Bound (Chicagoland Vampires #13)|343552|312320
Ouran High School Host Club, Vol. 13 (桜蘭高校ホスト部 #13)|226010|367264
True Blood: All Together Now (True Blood Comics #1)|220812|363447
The Unsuspecting Mage (The Morcyth Saga #1)|139057|224839
If You Give a Cat a Cupcake (If You Give... #7)|225358|294780
Reflections and Dreams (Bannions #1-2)|382093|314398
Allison Hewitt Is Trapped (Zombie #1)|302044|329360
Sweet Revenge (Sin Brothers #2)|379006|281727
Sixty-One Nails (Courts of the Feyre #1)|144847|232791
Shakespeare's Champion (Lily Bard #2)|358335|323578
Kushiel's Justice (Imriel's Trilogy #2)|138073|253242
Master and Apprentice (Star Wars Disney Canon Novel)|121603|247019
Into the Looking Glass (Looking Glass #1)|143460|243873
Breaking the Rules (Troubleshooters #16)|382550|305016
Release (The Invitation #3)|393476|261649
Fighting for Us (Bailey Brothers #2)|366634|239664
Angel of Darkness (The Fallen #1)|357174|302048
New Horizons (Emerilia #4)|140982|225447
Big Nate on a Roll (Big Nate Novels #3)|233083|311293
The Maleficent Seven (Skulduggery Pleasant #7.5)|241422|332789
Fireside (Lakeshore Chronicles #5)|382165|299404
The Reality Dysfunction Part 2: Expansion (Night's Dawn #1, Part 2 of 2)|155132|242917
High School Debut, Vol. 04 (高校デビュー [Kōkō Debut] #4)|225909|370753
Kindling the Moon (Arcadia Bell #1)|340038|313556
Wicked Deal (Shadow Guild: The Rebel #2)|329970|296527
The Serpent Sea (The Books of the Raksura #2)|152187|235036
Dagon and Other Macabre Tales (The H.P. Lovecraft Omnibus #2)|183024|247855
Cyclops (Dirk Pitt #8)|267003|153734
Highland Destiny (Murray Family #1)|396607|313630
Good Girl, Bad Blood (A Good Girl's Guide to Murder #2)|271352|306697
Mr. Gumpy's Outing (Mr. Gumpy)|228358|287388
Seraphina (Seraphina #1)|248334|325875
Double Fudge Brownie Murder (Hannah Swensen #18)|364229|327750
Turn to Me (Kathleen Turner #2)|399309|252482
Cobweb Bride (Cobweb Bride Trilogy #1)|330411|215740
Bad Blood (The Naturals #4)|276865|316421
Creed (Unfinished Hero #2)|387933|261726
The Winds of Change (Richard Jury  #19)|305832|161746
Shards of Hope (Psy-Changeling #14)|351804|306276
White Trash Beautiful (White Trash Trilogy #1)|400207|257609
How to Dance an Undead Waltz (The Beginner's Guide to Necromancy #4)|332830|299901
Vampire Breath (Goosebumps #49)|223951|309911
Obligation (Underground Kings #2)|386936|255777
Ajin: Demi-Human, Vol. 1 (亜人 [Ajin] #1)|219045|369756
Absolute Boyfriend, Vol. 1 (絶対彼氏 / Zettai kareshi #1)|227057|371613
Blue Exorcist, Vol. 3 (Blue Exorcist #3)|225335|370652
Mouse Guard: Fall 1152 (Mouse Guard #1)|183125|280473
Tacet a Mortuis (Elite King's Club #3)|383316|243191
Cathian (The Vorge Crew #1)|352274|283288
Dark Desires (Dark Gothic  #1)|344999|233679
Gone (Deadly Secrets #2)|334474|204756
The Last Survivors (The Last Survivors #1)|159383|223221
Return of the Mummy (Goosebumps #23)|223044|309947
Five Little Peppers and How They Grew (Five Little Peppers #1)|226618|283347
The Silent Cry (William Monk #8)|308276|163417
The Swords of Night and Day (The Drenai Saga #11)|142553|240033
The Queen and I (The Queen and I #1)|226222|257024
Silver Thaw (Mystic Creek #1)|384994|303795
The Deep Blue Good-By (Travis McGee #1)|273260|155086
The Hellion Bride (Sherbrooke Brides #2)|391538|313788
Olive, the Other Reindeer (Olive)|226478|292311
More Than Him (More Than #3)|393043|249458
In a Witch's Wardrobe (Witchcraft Mystery #4)|359436|325552
The Demon's Surrender (The Demon's Lexicon #3)|283205|329019
Consumed (Dark Protectors #4)|359992|299057
Death of a Poison Pen (Hamish Macbeth  #19)|310303|159455
Confessions of an Alli Cat (The Cougar Chronicles #1)|400704|253269
The Dead (The Enemy #2)|276740|330582
Get a Life, Chloe Brown (The Brown Sisters #1)|271141|303537
Smoke (Smoke #1)|340266|221476
The Blank Slate: The Modern Denial of Human Nature (Language and Human Nature Tetralogy #3)|217476|188976
Impossible (With Me #1)|399907|258467
Grabbed by Vicious (Grabbed #1)|356663|292943
Effortless (Thoughtless #2)|395487|254684
Mercy (Brigham Theodore #2)|330556|203196
A Common Life: The Wedding Story (Mitford Years #6)|277438|255548
Beauty in Autumn (Beauty #3)|360728|268709
The Caller (Shadowfell #3)|222366|327969
Shadow (Satan's Fury MC: Memphis #2)|363403|252919
Beauty and the Blitz (Touchdowns and Tiaras #1)|366225|253429
The Rules of Life: A Personal Code For Living A Better, Happier, More Successful Life (The Rules by Richard Templar)|228428|179128
Ms. Marvel, Vol. 8: Mecca (Ms. Marvel by G. Willow Wilson)|184759|287882
Carter (Carter #1)|393327|250735
Eve of Darkness (Marked #1)|347361|312054
Modern Buddhism: The Path of Compassion and Wisdom, Volume 1: Sutra ( Modern Buddhism)|296149|233924
The Ice Princess (Fjällbacka #1)|293031|177364
My Blood Approves (My Blood Approves #1)|297251|329274
The Heiresses (Heiresses #1)|329792|235631
The Traitor Queen (The Bridge Kingdom #2)|277362|311606
僕のヒーローアカデミア 10 [Boku No Hero Academia 10] (僕のヒーローアカデミア [Boku no Hero Academia] #10)|221082|369422
Shop Till You Drop (A Dead-End Job Mystery #1)|363467|330235
Nightmare Academy (Veritas Project #2)|274373|263895
Miss Nelson Is Missing! (Miss Nelson #1)|227560|296751
Jane Austen Ruined My Life (Adventures with Jane Austen and her Legacy #1)|254221|275964
The Cat in the Hat (The Cat in the Hat #1)|219698|290211
The Mystery of the Burnt Cottage (The Five Find-Outers #1)|224249|265775
Time's Divide (The Chronos Files #3)|316613|285194
Staking His Claim (Ranchers of Chatum County #1)|393299|265215
The Vintage Caper (Sam Levitt #1)|263008|166974
The Riddle-Master of Hed (Riddle-Master #1)|145538|249667
"Henry and June: From ""A Journal of Love"": The Unexpurgated Diary of Anaïs Nin, 1931-1932 (From ""A Journal of Love"" #1)"|219683|223982
Swamp Thing, Vol. 2: Love and Death (Swamp Thing (1982) (Collected Editions) #2)|179893|280073
Perdition (Dred Chronicles #1)|339293|314041
The Darkest Kiss (Lords of the Underworld #2)|358896|302848
House (Books of History Chronicles)|277049|262535
Dream Chaser (Dark-Hunter #13)|356594|307680
Firelight (Darkest London #1)|396558|315301
Beyond A Reasonable Death (Thaddeus Murfee Legal Thrillers #2)|335787|198632
A Perfect Bride (Sterling Trilogy #1)|399659|312170
Live to Tell (Detective D.D. Warren #4)|282780|165168
Jet (Marked Men #2)|388129|259616
Dragon's Guard (Dragon Shifter's Mates #1)|328657|291822
Suldrun's Garden (Lyonesse #1)|156287|247731
North! or Be Eaten (The Wingfeather Saga #2)|265076|260766
Winter Stroll (Winter Street #2)|293933|223971
Abducting Abby (Dragon Lords of Valdier #1)|352988|288454
Death Note, Vol. 12: Finis (Death Note #12)|220171|368103
Rejar (Matrix of Destiny #2)|362734|306286
Search for Senna (Everworld #1)|231599|341262
Gentlemen and Players (Malbry #1)|259239|213483
Filthy Gods (American Gods #0.5)|384791|239816
Heir of Sea and Fire (Riddle-Master #2)|142875|250545
My Family and Other Animals (Corfu Trilogy #1)|223821|232454
The Infinite Noise (The Bright Sessions #1)|268698|308064
The Gender Lie (The Gender Game #3)|322640|294710
The Hero's Guide to Saving Your Kingdom (The League of Princes #1)|241887|320737
Castle Waiting, Vol. 1 (Castle Waiting Omnibus Collection #1)|184503|283373
Mercy (Mercy #1)|289865|333860
Magic Lost, Trouble Found (Raine Benares #1)|340259|314852
The Small Rain (Katherine Forrester Vigneras #1)|232698|274239
Brave (A Wicked Trilogy #3)|286481|319515
Possession (Fallen Angels #5)|357659|303192
Seduction (Bound Hearts #3)|376241|286785
Working Effectively with Legacy Code (Robert C. Martin Series)|216041|171425
No Touching At All (どうしても触れたくない / Doushite mo furetakunai series)|221980|377124
A Gathering of Shadows (Shades of Magic #2)|268108|309991
A Kiss for Midwinter (Brothers Sinister #1.5)|402650|313089
Clifford, We Love You (Clifford the Big Red Dog)|221047|292361
The Innocent Mage (Kingmaker, Kingbreaker #1)|139658|240106
Where's Waldo? The Fantastic Journey (Where's Waldo? #3)|220989|290674
Wonder Woman, Volume 2: Year One (Wonder Woman (2016) #2)|180671|290200
This is Falling (Falling #1)|393038|248607
Political Order and Political Decay: From the Industrial Revolution to the Globalization of Democracy (Political Order #2)|223232|183166
The Magician's Diary (Glass and Steele #4)|313679|291381
Kiss Me, Kill Me (Lucy Kincaid #2)|377412|319549
Sir Cumference and the First Round Table: A Math Adventure (Sir Cumference #1)|227539|294724
Map of the Heart|298845|229375
Friday the Rabbi Slept Late (The Rabbi Small Mysteries #1)|301257|161078
Day 21 (The 100 #2)|277473|325585
The Restaurant (The Nantucket Restaurant  #1)|320370|217304
High School Debut, Vol. 05 (高校デビュー [Kōkō Debut] #5)|225730|375355
En los zapatos de Valeria (Valeria #1)|263606|181402
Truly Madly Yours (Truly, Idaho #1)|386575|299066
Planetary, Volume 1: All Over the World and Other Stories (Planetary #1)|175855|278068
Beauty and the Werewolf (Five Hundred Kingdoms #6)|134311|254828
Avenge the Bear (Hells Canyon Shifters #3)|350063|282683
The Beginning (Hunter Legends #0.5)|357077|306412
Pippi in the South Seas (Pippi Långstrump #3)|222945|285268
Jabril (Vampires in America #2)|349311|307846
Trying to Score (Hot Jocks #3)|376331|241328
The Wheel of Osheim (The Red Queen's War #3)|148567|235056
The World of the Hunger Games (The Hunger Games Companions)|292406|337840
A Brief History of Montmaray (The Montmaray Journals #1)|237452|325083
Dispel Illusion (Impossible Times #3)|150667|232374
To Love and Be Wise (Inspector Alan Grant #4)|304847|158128
How to Ruin My Teenage Life (How to Ruin #2)|288291|329995
Blood and Sand (Elemental World #2)|333147|298060
Tombstone Courage (Joanna Brady #2)|281026|154295
One Piece, Volume 18: Ace Arrives (One Piece #18)|218162|369756
Fearless in High Heels (High Heels #6)|365234|326022
The Darkest Legacy (The Darkest Minds #4)|275863|316887
Box Office Poison (Box Office Poison #1)|183405|280908
Skip Beat!, Vol. 17 (Skip Beat! #17)|225448|373633
Anne of Avonlea (Anne of Green Gables #2)|229050|286097
Down & Dirty: Hawk (Dirty Angels MC #3)|364195|249750
The Summer of Skinny Dipping (Summer #1)|280046|331995
NARUTO -ナルト- 巻ノ五十九 (Naruto #59)|219310|368489
Batman: The Black Mirror (Batman)|177926|285099
The Masks of God, Volume 1: Primitive Mythology (The Masks of God #1)|209720|209731
Lovecraft Country (Lovecraft Country #1)|171857|242892
The Jewel of St. Petersburg (The Russian Concubine #0)|273289|213390
InuYasha: Stolen Spirit (犬夜叉 / Inuyasha #8)|223827|371843
To Hell and Back (Dante Valentine #5)|342116|319672
Pretending He's Mine (Caught Up in Love #2)|388306|257033
The Prince (The Original Sinners #3)|396933|261118
The Jasmine Throne (The Burning Kingdoms #1)|267749|304413
My Worst Day Ever! (Julia Jones' Diary #1)|356574|223936
The Ivy (The Ivy #1)|292982|337299
Mossflower (Redwall #2)|229994|327138
Sky Without Stars (System Divine #1)|275182|309468
Lady Fortescue Steps Out (Poor Relation #1)|314963|158285
The Price of Valour (The Shadow Campaigns #3)|147438|232615
Twin Peaks: The Final Dossier (Twin Peaks #2)|181863|275855
Heaven in His Arms (King's Girl  #1)|345355|234781
May Contain Wine (SWAT Generation 2.0 #5)|374705|255568
Raven Calls (Walker Papers #7)|341354|315229
Leo's Chance (Signs of Love)|392463|249017
Finley (Sunset Cove #1)|396927|202795
Parties & Potions (Magic in Manhattan #4)|271202|333577
Feared (Rosato & DiNunzio  #6)|283285|162937
L'homme aux cercles bleus (Commissaire Adamsberg #1)|359771|254420
Carter & Lovecraft (Carter & Lovecraft #1)|163434|238969
Her Best Worst Mistake (Elizabeth and Violet #2)|400121|307209
A Dance of Silver and Shadow: A Retelling of the Twelve Dancing Princesses (Beyond the Four Kingdoms #1)|318943|295805
The Collapsing Empire (The Interdependency #1)|156768|236044
Billionaire Unattainable ~ Mason (The Billionaire's Obsession #14)|360073|243493
The Devil's Bones (Body Farm #3)|280310|160015
Consider Phlebas (Culture #1)|160293|243278
Wish I May (Splintered Hearts #2)|393023|253637
The Third Victim (FBI Profiler #2)|283845|162912
Falling for Jillian (Love Under the Big Sky #3)|387650|260460
The Nearest Exit (Milo Weaver #2)|264505|159789
City of Miracles (The Divine Cities #3)|157713|236311
Harley Merlin and the Broken Spell (Harley Merlin #5)|324889|293273
1022 Evergreen Place (Cedar Cove #10)|302478|240140
Billionaire Untamed ~ Tate (The Billionaire's Obsession #7)|367554|254936
Arkadian Skies (Fallen Empire #6)|317619|293171
He Who Fears the Wolf (Konrad Sejer #3)|297829|177914
Still Standing (Wild West MC #1)|380012|253973
Thread of Death (Elemental Assassin #5.5)|342387|313473
僕のヒーローアカデミア 5 [Boku No Hero Academia 5] (僕のヒーローアカデミア [Boku no Hero Academia] #5)|220896|368993
Star Wars: Chewbacca (Star Wars: Canon Miniseries)|358641|250317
Sookie Stackhouse 8 Volume Set (Sookie Stackhouse #1-8)|285977|245528
The Tourist Attraction (Moose Springs, Alaska #1)|278415|296032
Walking on Her Grave (Rogue River #4)|333024|203859
For Your Eyes Only (James Bond (Original Series) #8)|249581|167285
Never Mind (Patrick Melrose #1)|237349|222662
Lady Boss (Lucky Santangelo #3)|304464|241088
The Touch of Fire (Western Ladies #3)|390343|312373
The Inheritance Games (The Inheritance Games #1)|270157|309007
The Snake, the Crocodile and the Dog (Amelia Peabody   #7)|307584|162325
The Off Season (Dairy Queen #2)|272290|327887
Killer Chef (Caleb Rooney  #0.5)|282008|162922
Y: The Last Man - The Deluxe Edition Book Four (Y: The Last Man #7-8)|180272|283885
The Marriage Bureau for Rich People (The Marriage Bureau for Rich People #1)|350111|233571
Made of Steel (Made of Steel #1)|362029|242069
3 Willows: The Sisterhood Grows (Sisterhood #4.5)|302616|277623
Finding Eden (Signs of Love)|393944|246087
It Happened One Autumn (Wallflowers #2)|396519|309029
The Silent Twin (Detective Jennifer Knight #3)|324639|198234
Truce (Neighbor from Hell  #4)|384378|257187
The Rule Book (The Rule Breakers #1)|387996|246832
The Maiden (Montgomery/Taggert (Publication order)  #12)|390584|314633
White Night (The Dresden Files #9)|142636|237796
Savage Beginnings (The Moretti Crime Family #1)|372358|241415
A Witch's Handbook of Kisses and Curses (Half-Moon Hollow #2)|347533|311500
1Q84 #1-2 (1Q84 #1-2)|225127|224643
Maximum Risk (The Andrades #3)|357977|246040
Submit (Songs of Submission #3)|394485|254013
Mirage (Oregon Files #9)|267031|154161
The Dark Bones (Dark Lure #2)|329701|203510
Man and Wife (Harry Silver #2)|283506|185710
Captive Prince: Volume Two (Captive Prince #2)|393169|197924
Metro 2034 (Metro #2)|325572|246734
Devil's Snare (Witches of Palmetto Point  #3)|335071|206346
Perchance to Dream (Théâtre Illuminata #2)|251234|337069
Because You're Mine (Capitol Theatre #2)|397323|310105
Unwrapping Hank (Unwrapping Hank #1)|393748|198044
Summer (Sunrise #2)|281756|257957
Dead Weight (Lizzy Gardner #2)|331147|202832
Turbulent Desires (Billionaire Aviators #2)|356729|242945
These Hollow Vows (These Hollow Vows #1)|277079|311180
Eye of the Moonrat (The Bowl of Souls #1)|142329|227990
Hornblower and the Atropos (Hornblower Saga: Chronological Order #5)|172633|208378
House of Suns|157433|241197
Spirit Legacy (The Gateway Trilogy #1)|322862|288936
The Girl in the Love Song (Lost Boys #1)|384774|238540
The Gods of War (Emperor #4)|170408|208451
Lethal Legacy (Alexandra Cooper #11)|282590|158666
Ethan (The K9 Files #1)|354217|250181
The Art of Running in Heels (Chinooks Hockey Team #7)|387783|294557
Silver Shadows (Bloodlines #5)|291568|326775
Midnight in Austenland (Austenland #2)|272850|272982
One Sweet Ride (Play by Play #6)|385347|268126
Hunting Harkonnens (Legends of Dune #0.5)|151975|246270
Death Perception (Psychic Eye Mystery #6)|358596|323568
Nemesis (Nemesis)|175031|283963
To Sail a Darkling Sea (Black Tide Rising #2)|142824|239933
Engaging the Enemy (Vatta's War #3)|140901|242485
Callahan's Lady (Lady Sally's #1)|148174|250112
Dragonbreath (Dragonbreath #1)|232851|310545
Erebos (Erebos #1)|282174|308806
Big Stone Gap (Big Stone Gap #1)|280260|216969
Cement Heart (Viper's Heart #1)|387913|248525
Threshold (Whyborne & Griffin #2)|393733|195962
Cloak and Silence (The League: Nemesis Rising #5.5)|355452|302712
Wormwood: Gentleman Corpse, Vol. 1: Birds, Bees, Blood & Beer (Wormwood: Gentleman Corpse #1-4)|176121|279339
Interview with the Vampire (The Vampire Chronicles #1)|190326|254215
Collateral Damage (Stone Barrington #25)|281443|155599
Haunted on Bourbon Street (Jade Calhoun #1)|336760|299587
Silver Phoenix (Kingdom of Xia (Phoenix) #1)|240461|323455
The Ember War (The Ember War Saga #1)|141575|222374
Somewhere in France (The Great War #1)|282576|214854
Dragons of the Highlord Skies (Dragonlance: The Lost Chronicles #2)|128811|247705
His Baby Bond (Sacred Bond #1)|345411|232792
The Hour of the Gate (Spellsinger #2)|142767|249759
Study in Slaughter (Schooled in Magic #3)|140302|230516
Oak Avenue (Dark Corners (Amazon Original Stories))|321226|201520
The Goddess Legacy (Goddess Test #2.5)|290800|331038
Shifter Wars (Supernatural Battle: Werewolf Dens #1)|326498|295198
The Eye of Zoltar (The Last Dragonslayer #3)|169517|248214
Nana, Vol. 2 (Nana #2)|220060|373693
Ruby the Red Fairy (Rainbow Magic #1)|229300|306924
Blood Moon Rising (Beatrix Rose #2)|333418|195093
Ex Machina, Vol. 1: The First Hundred Days (Ex Machina #1)|177692|281467
Buffy the Vampire Slayer: Retreat (Buffy the Vampire Slayer: Season 8 #6)|178947|287665
True (New Species #11)|360197|290436
Fullmetal Alchemist (3-in-1 Edition), Vol. 1 (Fullmetal Alchemist: Omnibus #1)|220525|363867
Stiff Upper Lip, Jeeves (Jeeves #13)|216541|240748
Speakeasy (True North #5)|385355|241931
Wild Man Creek (Virgin River #12)|382654|301117
The Last Don (Mario Puzo's Mafia)|252016|165574
The Shadows in the Street (Simon Serrailler #5)|304044|171602
Beauty's Punishment (Sleeping Beauty #2)|191139|252999
Naruto, Vol. 19: Successor (Naruto #19)|224290|365965
Retreat, Hell! (The Corps #10)|262932|157228
Eight Perfect Murders (Malcolm Kershaw #1)|290459|208190
Winter Street (Winter Street #1)|291647|222912
The Clue of the Dancing Puppet (Nancy Drew Mystery Stories #39)|214308|300029
Passion on Park Avenue (Central Park Pact #1)|381651|234092
Magic Dreams (World of Kate Daniels #4.5)|342971|311333
The Sword of the Lady (Emberverse #6)|143348|241201
Moving Day (Allie Finkle's Rules for Girls #1)|232489|312826
VIP (VIP #1)|391835|244252
Under Dark Skies (The NightShade Forensic Files #1)|340481|200525
Dream Maker (Dream Team #1)|379468|256927
Closed Casket (New Hercule Poirot Mysteries #2)|308563|167056
Summer Desserts (Great Chefs #1)|382082|313136
The Diamond of Darkhold (Book of Ember  #4)|244599|327931
Fortress Britain (Arisen #1)|160893|229308
Sweet Persuasion (Sweet #2)|383646|275063
Water (Tales of Elemental Spirits  #1)|218717|323432
Revenge Wears Prada: The Devil Returns (The Devil Wears Prada #2)|289979|231102
The Accidental Alchemist (An Accidental Alchemist Mystery #1)|360048|328312
Shots Fired: Stories from Joe Pickett Country (Joe Pickett #14.5                    )|278247|155682
Glitter Baby (Wynette, Texas #3)|389535|306608
Fatally Bound (McRyan Mystery  #4)|335694|196871
The Shadow Thieves (The Cronus Chronicles #1)|242768|330267
A Hero's Guide to Deadly Dragons (How to Train Your Dragon #6)|237930|327312
A Dying Fall (Ruth Galloway #5)|302320|172210
Untold (The Lynburn Legacy #2)|283614|326017
Fireblood (Frostblood Saga #2)|278036|314149
The Hunger Games: Official Illustrated Movie Companion (The Hunger Games Companions)|294922|332693
Help the Poor Struggler (Richard Jury  #6)|304249|162698
Vanish (Rizzoli & Isles #5)|282378|160376
Divine Justice (The Camel Club #4)|271626|157949
Love at First Bite (Wild Wulfs of London #2.5 - The Forgotten One)|356841|306833
She is the Darkness (The Chronicles of the Black Company #7)|145676|237634
Dark Warrior's Destiny (The Children of the Gods #9)|335008|288634
You Were Mine (Rosemary Beach #9)|392126|253666
City of Night (Dean Koontz's Frankenstein #2)|189224|246382
Kitty Rocks the House (Kitty Norville #11)|343370|316078
Tell Me, Pretty Maiden (Molly Murphy #7)|308039|166327
Misty of Chincoteague (Misty #1)|225706|284442
Fairy Tail, Vol. 04 (Fairy Tail #4)|218602|371964
The Fall of Legend (Legend Trilogy  #1)|379366|242421
An O'Brien Family Christmas (Chesapeake Shores #8)|382992|299429
Something Rotten (Thursday Next #4)|167249|250686
Diggers (Bromeliad Trilogy #2)|159174|247111
Chronicles of the Black Company (The Chronicles of the Black Company #1-3)|146254|238824
Hard Way (Jon Reznick #4)|332113|197638
Swords Against Wizardry (Fafhrd and the Gray Mouser #4)|151266|249265
Leven Thumps and the Wrath of Ezra (Leven Thumps #4)|239747|329400
Free Falling (Best Friend #2)|399053|257709
Fire Burn and Cauldron Bubble (Underworld #1)|344678|309969
The First World War (The World Wars #1)|233727|187203
The Wright Brother (Wright #1)|379892|247044
Inside the Human Body (The Magic School Bus #3)|223754|293552
Torkel's Chosen (A World Beyond #1)|352950|286617
We Hunt the Flame (Sands of Arawiya #1)|274978|311230
Going Down Easy (Boys of the Big Easy #1)|370660|245584
Persepolis: The Story of a Childhood (Persepolis #1-2)|232102|237691
Down Shift (Driven #8)|386643|245741
The Girl Who Disappeared Twice (Forensic Instincts #1)|376225|322805
How to Ruin a Summer Vacation (How to Ruin #1)|287199|330481
The Romanov Sisters: The Lost Lives of the Daughters of Nicholas and Alexandra (The Romanov Sisters #2)|271468|207455
Legends (Pern (Chronological Order))|134898|247914
The Rising (The Alchemy Wars #2)|153861|236978
Between Ice and Frost (Paranormal Dating Agency #17)|349736|282263
The Blood of Gods (Emperor #5)|170578|208000
Heartless (Georgian #1)|400759|317381
The Legend of Zelda: Ocarina of Time - Part 1 (The Legend of Zelda #1)|222864|364349
The Ideal Man (Buchanan-Renard #9)|384160|307558
Uninvited|395747|271721
Nemesis (FBI Thriller #19)|374987|316829
A Lineage of Grace (Lineage of Grace #1- 5)|279324|259303
The Banker (Banker #1)|380987|240582
The Henna Artist (The Jaipur Trilogy #1)|275797|215211
Chew, Vol. 7: Bad Apples (Chew #7)|180760|286850
The Vine Of Desire (Anju and Sudha #2)|260583|196116
The Underground (Animorphs #17)|232830|337999
The Resolution of Callie & Kayden (The Coincidence #6)|395927|253473
The Rise of Miss Notley (Tanglewood #2)|339081|234514
Death of a Charming Man (Hamish Macbeth  #10)|310829|159871
Last of the Wilds (Age of the Five #2)|142232|235501
Sign of Chaos (The Chronicles of Amber #8)|149730|245471
Peter the Great: His Life and World (The Romanovs #1)|234976|189469
The Bone Thief (Body Farm #5)|283719|158532
Monument 14 (Monument 14 #1)|278776|328404
Night of Knives (Novels of the Malazan Empire #1)|146592|236131
When Gravity Fails (Marîd Audran #1)|160012|243283
Loveless (Osemanverse #10)|268583|306753
The Perfect Neighbor (The MacGregors #10)|382913|313554
Alert (Michael Bennett #8)|280015|161329
Dinosaurs Before Dark (Magic Tree House #1)|230954|308430
Cibola Burn (The Expanse #4)|154269|237049
Terms of Endearment (Houston #3)|244796|210591
Swann’s Way (À la recherche du temps perdu #1)|220433|221897
A Death in Vienna (Gabriel Allon #4)|270072|159198
Diary of a Mad Fat Girl (Mad Fat Girl #1)|309393|250411
Counter to My Intelligence (The Heroes of the Dixie Wardens MC #7)|377042|259831
One Foot in the Grave (Night Huntress #2)|352369|306167
Starship Eternal (War Eternal #1)|141082|223750
Pull (Seaside #2)|392122|253245
The Heart Principle (The Kiss Quotient #3)|274631|301252
Up from the Grave (Night Huntress #7)|348211|308592
Stand Tall, Molly Lou Melon (Molly Lou Melon)|231309|297344
Playing The Odds (The MacGregors #1)|384742|316150
Scraps of Paper (Spookie Town Murder Mystery #1)|340495|203821
The Viscount Who Loved Me (Bridgertons #2)|397329|308833
Unexpected Reality (Unexpected Arrivals #1)|378714|247886
Cowgirl Up and Ride (Rough Riders #3)|381828|281831
The Arrangement 15: The Ferro Family (The Arrangement #15)|396834|262410
Woman with Birthmark (Inspector Van Veeteren #4)|300024|178320
Joey Pigza Swallowed the Key (Joey Pigza #1)|236119|299867
Shadow Kissed (The Witch's Rebels #1)|327161|293667
Avoiding Alpha (Alpha Girl #2)|321465|303839
The Battle of the Labyrinth (Percy Jackson and the Olympians #4)|246791|328856
Sassinak (Planet Pirates #1)|140080|247386
Naruto, Vol. 32:  The Search for Sasuke (Naruto #32)|223404|366743
